sentence,intent
he has received an acls fellowship; an neh research fellowship; a virginia foundation for the humanities fellowship; and a louisiana board of regents fellowship.,announce_grant
"he has also been senior fulbright professor at the university of munich (1995-1996), and andrew mellon fellow at harvard university (1985-86).",faculty_news
"his most recent books are calypso magnolia: the crosscurrents of caribbean and southern literature (university of north carolina press, 2016), which received the society for the study of southern literature's 2017 c. hugh holman award for the year's best book in southern literary studies; the work also garnered the sharon dean prize from the constance fenimore woolson society; approaches to teaching gaines's the autobiography of miss jane pittman and other works (co-edited with herman beavers, modern language association, 2019); and summoning our saints: the poetry and prose of brenda marie osbey (editor; lexington books, 2019).",recognize_award
mary a. carney is director of programming in the office of faculty affairs.,faculty_news
"in this role, dr. carney oversees selected programs related to faculty and leadership development, including planning for success as a faculty member, academic leadership development, effective communication, and increasing faculty engagement.",faculty_news
she holds a courtesy faculty appointment in the department of english.,faculty_news
"prior to joining uga in 2019, she was professor of english and director of the center for teaching, learning, and leadership at the university of north georgia.",faculty_news
"while in this role, she co-founded and co-directed the usg scholarship of teaching and learning (sotl) fellows program from 2016 to 2019. she chaired the usg consortium for teaching and learning in 2014-2015. from 2009-2012, she directed the honors program at gainesville state college.",faculty_news
"her scholarly interests include american literature of the twentieth century, educational development, and the scholarship of teaching and learning.",ask_financial_info
"her authored and co-authored journal articles and book chapters appear in such publications as american literary scholarship , edith wharton review , edith wharton and cosmopolitanism , southern quarterly , tli: teaching and learning inquiry , the journal of faculty development , the emily dickinson journal , academic labor beyond the college classroom: working for our values , and privilege and prejudice: twenty years with the invisible knapsack .",faculty_news
she served on the editorial board of the edith wharton review from 2015-2020 and was an associate editor of the international journal of teaching and learning in higher education (ijtlhe) from 2014-2016. she is treasurer of the edith wharton society .,research_publication
anne williams is professor of english emeritus.,faculty_news
"she served as english department head from 1996-2001. during her last years she taught a course in opera and literature, spurred by her discovery that horace walpole, first gothic novelist, was an avid opera fan.",ask_academic_program
"among her numerous articles on romantic, gothic, and operatic topics is a translation from french of the libretto of charles gounod’s 1854 opera la nonne sanglante .",research_publication
"my dissertation, on james fenimore cooper, lydia maria child, catherine maria sedgewick, maria cummins, susan warner, and the cult of domesticity, has ended up as a book, james fenimore cooper versus the cult of domesticity, which was published in 2005 by mcfarland publishers, inc.i have in addition presented several papers on cooper's texts, the latest two on cooper's description of interiors as a measure of familial dysfunction, and of natty bumppo as a wilderness sir gawain (the latter with my friend dr. nanda hopenwasser, u. of alabama).",research_publication
my two latest publications have been articles on the deerslayer and the pioneers for books on james fenimore cooper.,research_publication
"we have also collaborated on an article for the alabama heritage on annie wheeler, a short play about st. birgitta and margery kempe, and an article about them for a book on comparative essays on medieval european and heian japanese women writer.",research_publication
"beth fowkes tobin, professor of english and women's studies, is the author of superintending the poor: charitable ladies and paternal landlords in british fiction, 1770-1860 (yale up, 1993), the award-winning picturing imperial power (duke up, 1999) and the award-winning colonizing nature: the tropics in british arts and letters, 1760-1820 (u of pennsylvania press, 2005), and the duchess's shells: natural history collecting in the age of cook's voyages (yale up, 2014).",recognize_award
"for her research on the representation of the tropics, she received a fellowship from the national endowment of humanities and a caird fellowship from the national maritime museum, greenwich; for her research on natural history collecting, she received a scholars award from the national science foundation.",recognize_award
his most recent anthology after o'connor: stories from contemporary georgia was published in the fall of 2003 and was recognized with the georgia author of the year award in 2004. he has also edited the new georgia encyclopedia companion to georgia literature (2007) and co-edited critical essays on don delillo (2000) with tim engles.,recognize_award
"recent essays include ""the state of robert penn warren,"" a discussion of seventeen books about warren in the fall 2002 southern review , an essay on o brother, where art thou?",announce_event
in 2007 ruppersburg received the governor's award in the humanities; in 2009 he received the albert christ-janer award for creative research from the university of georgia.,recognize_award
in 2013 he was named university professor.,faculty_news
"jed rasula has been the helen s. lanier distinguished professor at uga since 2001, and head of the english department from 2014 to 2017. he received his phd from uc santa cruz in the history of consciousness program.",faculty_news
"before pursuing a doctoral degree, rasula worked in radio and television in hollywood, and edited the poetry magazine wch way (1976-84).",ask_graduate_program
from 1990-2000 he was on the editorial board of the journal sulfur.,research_publication
"previous publications include the american poetry wax museum (1996), this compost: ecological imperatives in american poetry (2002), syncopations: the stress of innovation in contemporary american poetry (2004), and modernism and poetic inspiration: the shadow mouth (2009).",student_opportunities
"he has frequently been a consultant to the john d. and catherine t. macarthur foundation and to the library of america, and served as consultant to the pbs documentary film harlem in montmartre.",student_opportunities
"honors include the general electric younger writers award (1987), the frank knox award for excellence in teaching (queen’s university 1992), the postmodern culture prize for best essay (1999), and the ellen maria gorrissen fellowship at the american academy in berlin (2009), and the matei calinescu prize from the modern language association for history of a shiver .",recognize_award
rasula’s courses at uga have generally been special topics graduate seminars.,announce_lecture
james nagel is the eidson distinguished professor emeritus at the university of georgia and a resident scholar at dartmouth college.,faculty_news
"early in his career he founded the scholarly journal studies in american fiction and the widely influential series critical essays on american literature , which published 156 volumes of scholarship.",research_publication
"among his twenty-four books are stephen crane and literary impressionism, hemingway in love and war (which was made into a hollywood film starring sandra bullock), hemingway: the oak park legacy , the contemporary american short-story cycle, anthology of the american short story (houghton mifflin), the blackwell companion to the american short story , edited with alfred bendixen, race and culture in stories of new orleans (2014), and a literary history, the american short story , published by blackwell/wiley in 2015. he has been a fulbright professor as well as a rockefeller fellow.",faculty_news
he has published some eighty articles in the field and lectured on american literature in fifteen countries.,announce_lecture
"before arriving at uga, dr. wei was a postdoctoral fellow at the center for research on race & ethnicity in society at indiana university-bloomington.",ask_graduate_program
magdalena zurawski joined uga's english faculty in the fall of 2013. she holds a ba in comparative literature from brown university and completed her phd in american literature at duke university in 2013. her novel the bruise was published in 2008 by fc2/university of alabama press.,faculty_news
it received both a 2008 lambda award and the 2007 ronald sukenick-american book review innovative fiction prize.,recognize_award
"litmus press published her poetry collection companion animal in 2015, which won the norma faber first book award from the poetry society of america.",recognize_award
"associate professor, works on twentieth-century poetry and poetics, with interests in british modernism, postwar american literature, transatlantic literary exchange, cultural history of london, documentary film, and popular culture.",faculty_news
"he has published articles and reviews in raritan , contemporary literature , wallace stevens journal , symbiosis , twentieth century literature , american literary history , and slate .",research_publication
he has been a resident faculty member with the uga/oxford program and is currently the director of the british & irish studies program at the university of georgia.,faculty_news
"he is the author of the age of auden: postwar poetry and the american scene (princeton university press) [winner of samla studies book award, south atlantic modern language association; choice magazine outstanding academic title].",recognize_award
i teach courses in literary and critical theory and twentieth-century literatures with a special emphasis on transnational modernism.,ask_academic_program
other publications,research_publication
"his research in this area has been funded by the leverhulme trust, zeno karl schindler foundation, and the european union’s horizon 2020 marie sk ł odowska-curie independent research fellowship.",announce_grant
"collaborations on this research have produced proof on concept studies on the use of micro-ct in researching no longer extant binding structures (published in digital philology , 2022); the use of such imaging for conservation planning and decision making (in preparation, care and conservation of manuscripts ); and the visualization of medieval fragments reused in the production of early modern bindings.",research_publication
uga students interested in this work are welcome to contact dr sargan directly.,ask_contact_info
"the 2018 recipient of the university's albert christ-janer award for creative research, he was a 2016 howard foundation fellow in poetry.",recognize_award
"a former rhodes scholar and fulbright scholar, zawacki earned his doctorate from the committee on social thought at the university of chicago and coedited the international journal verse from 1995 to 2019. he is currently a fellow in the photobook long term program offered by the penumbra foundation and image threads collective.",research_publication
"his chapbook georgia was co-winner of the 1913 prize, while masquerade won the alice fay dicastagnola award from the poetry society of america.",recognize_award
"arrow's shadow is out from equipage in the uk, and kaeshi-waza was published in canada by the elephants.",research_publication
"a past fellow of the slovenian writers' association, zawacki edited afterwards , an anthology of postwar slovenian poetry, fiction, and non-fiction, in addition to editing and co-translating aleš debeljak's new and selected poems, without anesthesia (persea, 2011), assisted by a slovenian ministry of culture translation grant.",announce_grant
"his translations of two poetry books by sébastien smirou, see about (la presse / fence, 2017) and my lorenzo (burning deck, 2012), have earned him a national endowment for the arts translation fellowship, a french voices grant, and a grant from the centre national du livre.",announce_grant
"he has held fellowships from the salzburg seminar, the bogliasco foundation, la résidence internationale aux récollets, le collège international des traducteurs littéraires, hawthornden castle, le château de lavigny, and the millay colony, saltonstall foundation, and bread loaf.",announce_grant
"frequently involving a second discipline and sometimes cross-listed with other departments, zawacki’s writing workshops and topics seminars range widely.",announce_lecture
"his creative writing workshops have addressed the prose poem, writing and photography, literary translation in theory and practice, the poetics of ruination and erasure, articulating the present tense, locutions of location, and the poetic sequence.",announce_event
his topics courses tend to confront the history of ideas.,ask_academic_program
"among recent seminars he has directed are: ""fathers and daughters,"" "" antigone s,"" ""friendship and death,"" ""afterwar: bachmann and celan,"" ""at the white heat: dickinson and lispector,"" ""writing on the wall: graffiti,"" ""sade and the 20th century,"" ""the vietnam war and the american imaginary,"" and proust's in search of lost time .",announce_lecture
"his most recent book, modernism and the aristocracy: monsters of english privilege (published in 2023 by oxford university press), examines literary responses to the aristocracy in the modern democratic age.",research_publication
"recent articles include two on ishiguro, one on never let me go ( modern fiction studies , 2021) and the second on klara and the sun ( foreign literature studies , china, 2022), as well as several on lawrence.",research_publication
"""erskine childers and the sense of insecurity "" appeared in cusp in 2023. the intertwined themes of security and insecurity run through two other current projects: an essay on the spy novelist len deighton and a guest-edited special issue of south atlantic review (scheduled for publication in 2026).",ask_timeline
"parkes serves on the editorial advisory boards of modern fiction studies , victorians institute journal, and d.h. lawrence review .",research_publication
"he is a member of the organizing committee of the upcoming international d.h. lawrence conference in mexico city in august 2025. parkes regularly teaches graduate and undergraduate courses in the 20th-century british and irish novel, spy fiction, 21st-century british fiction, and james joyce.",announce_event
"he has taught freshman seminars on kazuo ishiguro, aldous huxley, and d.h. lawrence; lawrence was also the subject of his most recent graduate seminar.",announce_lecture
https://www.edpavlic.com/ ed pavlić (ph.d. indiana university) is distinguished research professor of english and african american studies and affiliated faculty in creative writing.,faculty_news
"he twice served as director of the creative writing phd program in english (2006-2011, 2015-2017).",ask_graduate_program
"trust, 2013); winners have yet to be announced: a song for donny hathaway (u georgia p, 2008); labors lost left unfinished (upne/sheep meadow press, 2006); crossroads modernism: descent and emergence in african american literary culture (u minnesota press, 2002); and paraph of bone & other kinds of blue ( apr -honickman/copper canyon, 2001).",highlight_achievement
"he has published essays, poems, fiction and dramatic pieces in publications and with organizations including: the academy of american poets (poets.org), the american poetry review, a gathering of the tribes, africa is a country, african american review, agni, the american book review, the artful dodge, the new black magazine, callaloo: a journal of african diaspora arts and letters, doubletake, the black scholar, black renaissance noire, black warrior review, boston review, brick, a literary journal, brilliant corners: a journal of jazz and literature, the chimurenga chronic, colorado review, contemporary literature, the cortland review, the georgia review, indiana review, the quarterly conversation, cross-connect, xcp: cross cultural poetics, the chicago quarterly review, 5 trope, f(r)iction, harvard review, james baldwin review, jubilat, kwani?, kweli journal, lana turner, lit hub, the los angeles review of books, memorious: a forum for new verse and poetics, mipoesias, mississippi quarterly, modernism/modernity, narrative magazine, new orleans review, the new york times, ninth letter, nimrod, open city, oxford american, pbs newshour, pen poetry series , pen world voices anthology, ploughshares, the poetry foundation , red wheelbarrow, source, smartish pace, terminus, transition, triggerfish critical review, virginia quarterly review, wasafiri, washington square, the wallace stevens review, and the worcester review.",announce_event
"his honors and awards include a selection for the best american essay s 2024 , the author of the year award from the georgia writer's association (2023), the staige d. blackford prize for nonfiction (2022), albert christ-janer creative research award (2015), the national poetry series open competition (2014), the national poetry series open competition (2012), the author of the year award from the georgia writers association (2009), the the american poetry review / honickman first book prize (2001), and the darwin turner memorial award from african american review (1997) .",highlight_achievement
"he has had grants and fellowships from the mellon foundation, the lannan foundation, the macdowell colony, bread loaf, the vermont studio center, the willson center for the humanities, and the w.e.b.",announce_grant
"pavlić teaches classes mainly in modern and contemporary african american and american poetry, fiction, film and music as well as courses in creative writing.",ask_academic_program
"he’s particularly interested in courses that explore the literary imagination, as well as its cultural and political implications, in relation to other media such as music, film, and photography.",ask_academic_program
"recent courses include: engl 2390 honors : ‘mongrel ink’ and the modal i/eye: multinational and multicultural visions in michael ondaatje’s prose, poetics and films english 3800 : creative writing : “first course in turbulence” : the workshop english 4860 : topics in multicultural literature : “as a dance / it is obscure” : black music in american and international writing english 4860 : ‘who can afford to improvise?’ : emergent, human geographies in the transnational literary imagination english 4880 : topics in african american literature : “alter / become a something more” : contemporary african american poetry english 4800 : advanced creative writing : adapting the visual : film as figure and fictive art english 4884 : ""love will stunt your growth / hate'll make you old"": 21st century black writing english 4690 : “question of degree” : perfecting the fallible in samuel beckett’s major works english 4883 : from be-bop to hip-hop: classic voices in modern and contemporary black music english 4882 : “black sounds matter” : black music in modern and contemporary cinema english 4995: ""you can't be romantic about love"" : james baldwin's fiction english 8800 : graduate poetry workshop : “instructions for building straw huts” : the poetry workshop english 6800 : graduate form and craft in creative writing : “pictures fly without target” : the photo-poetic and fictive-filmic in michael ondaatje’s writing” english 6800 : graduate form : writing behind the writing : letters, journals in/as literary art english 8730 : graduate seminar : “making words do something” : james baldwin’s political aesthetic english 8800 : graduate seminar : ‘this touch is political’ : adrienne rich and the poetics of relational politics links to recent work adrienne rich's solitudes: https://bostonreview.net/arts-in-society/ed-pavlic-adrienne-rich beyond simplicity part 1: https://brickmag.com/a-brick-podcast-ed-pavlic-reads-from-part-1-of-beyond-simplicity/ beyond simplicity part 2: https://brickmag.com/podcast/reading-ed-pavlic-part-2/ aretha franklin's soul: http://bostonreview.net/literature-culture/ed-pavlic-aretha-franklin-amazing-grace http://radioopensource.org/amazing-aretha/ https://www.nytimes.com/2018/12/12/books/review/to-float-in-the-space-between-terrance-hayes-etheridge-knight.html https://lithub.com/on-james-baldwins-dispatches-from-the-heart-of-the-civil-rights-movement/ http://radioopensource.org/game-set-match/ https://www.poetryfoundation.org/articles/147831/ours-is-no-bedtime-story https://brickmag.com/a-brick-podcast-ed-pavlic-reads-from-part-1-of-beyond-simplicity/ http://bostonreview.net/race/ed-pavlic/baldwins-lonely-country http://bostonreview.net/poetry/ed-pavlic-dont-ask-questionnaire www.tiff.net/the-review/stormy-weather-in-a-time-of-global-warming/ http://radioopensource.org/afterlife-otis-redding/ http://radioopensource.org/return-prophet-baldwin-21st-century/ https://soundcloud.com/poets-org/ed-pavlic-with-grief-with-fury-with-action http://www.pbs.org/newshour/poetry/ boston review: ""we called that touch"" from all along it was a fever—a what poem larb: ed pavlić on turning into dwelling written april 27, 2015 in the blank pages at the back of bolaño’s a little lumpen novelita amen is the price: james baldwin and ray charles at carnegie hall boston review: come on up, sweetheart: james baldwin's letters to his brother oh don't try me"": on style, salt, and serena williams's utterly astonishing breadth of utterance in at the door: book three: inflation "".",announce_lecture
"associate professor, specializes in indigenous literatures and film.",faculty_news
"she is the author of activism and the american novel: religion and resistance in fiction by women of color (university of virginia press) and has published essays on literature and film in the oxford handbook of indigenous american literatures , american indian quarterly, studies in american indian literatures, african american review , and other journals.",research_publication
professor romero's current book project (under contract with the university of nebraska press) explores the complex relationship between indigenous north american cinema and popular hollywood genres.,faculty_news
"recent graduate seminars include ""contemporary native literature,"" ""native american novel,"" ""academic writing,"" and ""professionalization.""",announce_lecture
"susan rosenbaum is an associate professor with research and teaching interests in american literature, modern poetry and poetics, modernism and the visual arts, women writers, cultural and gender studies, and digital humanities.",faculty_news
"she is the author of professing sincerity: modern lyric poetry, commercial culture, and the crisis in reading (university of virginia press, 2007) and co-author, with suzanne churchill (davidson college) and linda kinnahan (duquesne university), of mina loy: navigating the avant-garde (2020), a peer-reviewed, digital, multimedia scholarly book supported by a 2017-2019 neh digital humanities advancement grant .",announce_grant
"this project received the 2022 mla prize for collaborative, bibliographical, or archival scholarship , the 2023 open scholarship award from the canadian social knowledge institute, honorable mention for the 2020 garfinkel prize in digital humanities (american studies association), and uga's creative research medal (2024).",recognize_award
"other research projects which are underway include imaginary museums: surrealism, modern poetry, and the visual arts, 1920-1970 , an archive-intensive project supported by a summer neh fellowship and a willson center fellowship.",announce_grant
"with nell andrew in art history, and rielle navitski in theater/film, she co-directs the interdisciplinary modernisms workshop , a willson center research cluster .",announce_event
she has twice received the martha munn bedingfield excellence in teaching award.,recognize_award
"recent seminars she has taught include ""poetics: the prose poem,"" ""poetics: the modern pastoral,"" ""poetics: history/theory of the lyric,"" ""the modern american long poem,"" ""modernisms in the u.s.,"" ""museums, modernism, memory,"" ""american poetry 1913-1960,"" ""american poetry and the everyday,"" ""american women poets and experiment,"" and ""elizabeth bishop: new perspectives.""",announce_lecture
"associate professor of english and latin american and caribbean studies, éric morales-franceschini (phd, uc berkeley) specializes in postcolonial theory and criticism, decolonial aesthetics, marxist critical theory, caribbean and latinx literary and cultural studies, and radical thought in the américas.",faculty_news
"his book, the epic of cuba libre: the mambí, mythopoetics, and liberation (university of virginia press, 2022), winner of the mla's 2023 katherine singer kovacs prize and the 2023 cultural studies association first book award, reads ly for the tropes, symbols, and mythoi called on to narrate and aesthetically render the story of cuba libre and its epic hero the mambí .",recognize_award
"other scholarly works include articles on afro-caribbean figurations of the abject, liberation theology, the young lords in collective memory, atrocity and poetic witness, the iconography of josé martí in cuban cinema, cuba's ""imperfect cinema,"" and comical inflections of the epic genre in the animated series elpidio valdés --published in the journal of postcolonial writing, global south studies, centro , comparative literature, jump cut, age of revolutions, and small axe .",research_publication
"professor morales-franceschini is also a poet, with an affinity for prose and testimonial poetry.",faculty_news
"he is the author of the chapbook autopsy of a fall (newfound, 2021), winner of the 2020 gloria anzaldúa poetry prize, and of the book-length collection, syndrome (anhinga, 2024), selected by juan felipe herrera for the 2022 philip levine prize for poetry.",recognize_award
"a james b. duke fellow at duke university and chancellor’s fellow at uc berkeley, professor morales-franceschini has been the recipient of the andrew mellon fellowship in humanistic studies (awarded by the woodrow wilson foundation), the ford foundation's postdoctoral fellowship, and the uga willson center for the humanities and art's research fellowship.",recognize_award
"he regularly teaches courses in latinx studies and multicultural american literature and on themes such as ""literature and utopia,"" ""the epic of liberation,"" ""specters of marx,"" and ""critical paradigms in latin american and caribbean thought.""",ask_academic_program
"philosophy and political science, university of south florida select publications (articles) ""epic humor: elpidio valdés and the mythopoetics of populist laughter"" small axe .",research_publication
journal of postcolonial writing .,research_publication
"(poetry) ""prospective titles for a puerto rican syllabus.""",ask_academic_program
kweli journal (november 2020).,research_publication
biography : chigozie obioma is the helen s. lanier distinguished professor of english and creative writing.,faculty_news
"his two novels, the fishermen (2015) and an orchestra of minorities (2019) were finalists for the booker prize and have been translated into 30 languages.",ask_academic_program
"he has won an la times book prize, the prestigious internationaler literaturpris, ft/oppenheimer prize for fiction, an naacp image award and has been nominated for two dozen prizes for fiction.",recognize_award
"he was named one of foreign policy’s 100 leading global thinkers in 2015 and served as a judge of the booker prize in 2021. his work has appeared in the new york times , esquire , guardian , financial times , theparis review , kenyon review , granta , and elsewhere.",announce_grant
"his third novel, the road to the country was published in 2024. education : i have a master in english language and literature with a specialization on african literature from cyprus international university and an mfa in creative writing from the university of michigan.",research_publication
books: selected non-fiction and short story publications: scholarly articles reviews literary awards and recognition awards & recognition for an orchestra of minorities awards & recognition for the fishermen other awards and honors email: cobioma@uga.edu,recognize_award
"from bogazici university in istanbul, turkey, and her phd from the university of nevada.",ask_graduate_program
"she specializes in postcolonial theory and literature with an emphasis on muslim identity, diasporic and immigrant experiences, and human rights narratives.",announce_grant
"her first book, disorientation: muslim identity in contemporary anglophone literature (palgrave macmillan, 2013) investigates the extent to which the questions and theories of postcolonial identity can be applied to muslim subjects living in the west.",ask_contact_info
"her articles have appeared in numerous edited collections, and in journals such as journal of religion and literature, critical muslim, postcolonial interventions , recherche littéraire / literary research, the comparatist, and postcolonial text.",research_publication
her interview with orhan pamuk was published in pmla.,research_publication
"he has published essays on dorothy and william wordsworth, charles dickens, george eliot, christina rossetti, matthew arnold, anthony trollope, charles kingsley, and henry james, as well as on walt whitman and the assassination of president james garfield, on victorian fictions of the telephone, and on the end of the three-volume novel .",ask_contact_info
his forthcoming articles include essays on decadent nineteenth-century automata and on the early literature of the telephone.,ask_contact_info
"an essay drawn from this work, on george gissing’s new grub street and the history and ecology of paper ( victorian studies , 2018 ), received an honorable mention for the donald gray prize, awarded to the year’s best essay in the field of victorian studies.",recognize_award
"at the university of georgia , he has received the russell undergraduate teaching award (2009) and has been inducted into uga’s teaching academy (2013).",recognize_award
in 2019 he was awarded the president’s award by the north american victorian studies association.,recognize_award
menke has received both the university of georgia’s creative teaching award (2015) and its albert christ-janer creative research award (2020).,recognize_award
"he has recently taught graduate courses on late victorian literature; on the victorian anthropocene; and on media, ecologies, and literature.",ask_academic_program
"his many awards include the pen/hemingway special citation, pushcart prize, o. henry award, kenyon review award for literary excellence, whiting award, drue heinz literature prize and a fellowship from the national endowment for the arts.",recognize_award
"dr. jed rasula's history of a shiver: the sublime impudence of modernism (oxford university press, 2016) has received the mla's matei calinescu prize, which is given to a distinguished work of scholarship in twentieth- or twentieth-century literature and thought.",ask_financial_info
"in presenting the award, the selection committee celebrated history of a shiver as ""breathtaking and beautifully written"": ""the modernism that emerges from his work is, like the work itself, a scintillating, dappled dream coat.""",recognize_award
"the creative writing program is delighted to present our first event of the 2024-2025 academic year, the new student reading!",announce_event
we will celebrate the work of ten phd students!,ask_graduate_program
this event is free and open for the public.,announce_event
"her research has appeared in the huntington library quarterly , book history , the library , medium aevum , and elsewhere.",student_opportunities
"her current work also includes a census of all french manuscripts known to have been in england in the fifteenth and early sixteenth centuries, and a reassessment of the role of migrant scribes working in england in the later middle ages.",announce_grant
"before arriving at uga, dr. mattison was assistant professor of medieval and tudor literature at the university of groningen, the netherlands, and a killam postdoctoral fellow in english at the university of british columbia.",faculty_news
"i held a uga general sandy beaver teaching professorship (2005-08), and have received such honors as the martha munn bedingfield excellence in teaching award from the department of english, the m. g. michael award for research excellence from the franklin college, and the lorraine a. williams leadership award from the association of black women historians.",recognize_award
"in 2012 i was named the fulbright visiting research chair in society and culture at dalhousie university, halifax, nova scotia, canada.",faculty_news
"my seventh and most recent book is forthcoming from cambridge university press in 2024: african american literature in transition, 1880-1900, co-edited with caroline gebhard.",announce_event
"it will be published in paperback by uga press in 2024. my other major publications are a single-authored study titled love, liberation, and escaping slavery: william and ellen craft in cultural memory (uga press, 2015); post-bellum, pre-harlem: african american literature and culture, 1877-1919 (nyu press, 2006), a collection of fifteen original essays co-edited with caroline gebhard; a teaching edition of the 1860 memoir running 1,000 miles for freedom: the escape of william and ellen craft from slavery (uga press, 1999); and a collection of essays, co-edited with suzanne miller, titled multicultural literature and literacies: making space for difference (suny press, series on literature, culture, and learning, 1993).",ask_academic_program
this project has evolved out of the year-long series of virtual and online events we organized titled the genius of phillis wheatley peters: a poet and her legacies .,announce_event
"in addition, i have published scores of peer-reviewed journal essays and book chapters, which have been included in such publications as the journal of transatlantic studies special themed issue on the ""transnational turn"" (2022) ; the cambridge companion to the literature of the american civil war and reconstruction (2022) ; the cambridge history of african american autobiography (2020); the routledge companion to american literary journalism (2019); visions of glory: the civil war in word and image (uga press, uncivil wars series, 2019); legacy: a journal of american women writers (2019, 2016); the cambridge companion to american civil rights literature (2015); the oxford handbook of the african american slave narrative (2014); melus special themed issue, ""cross-racial and cross-ethnic collaboration and scholarship"" (2013); and t he cambridge history of the american novel (2011).",research_publication
"my national leadership currently includes membership on the editorial boards of the journal of transatlantic studies , legacy: a journal of american women writers , and esq .",research_publication
"previous service has included elected membership to the executive committee of c19: the society of nineteenth-century americanists, co-chair of the modern language association's committee on the status of women in the profession, chair of the women's committee of the american studies association, consultant reader for the society for the study of american women writers, advisory board member for uga press, member of c19 early career connections committee, and editor and co-founder with professor layli phillips maparyan of womanist theory and research , formerly the womanist , which was supported by a rockefeller foundation humanities fellowship.",announce_grant
"i was a co-principal investigator for the civil rights digital library initiative (crdl), initially funded by a national leadership grant from the institute of museum and library services.",announce_grant
"we earned an emmy@ for this program, in the category of television crafts achievement excellence: technical achievement, from the southeast regional chapter of the national academy of television arts and sciences (2010).",recognize_award
in 2008 we earned the award for excellence in archival program development from the georgia historical records advisory board.,recognize_award
"in 2010 we earned a national award, the helen and martin schwartz prize for public humanities programs , and in 2011, an award for excellence in research using the holdings of an archives from the georgia historical records advisory board.",recognize_award
for culture and community at the penn center national historic landmark funded by the andrew w. mellon foundation .,announce_grant
"i have been the recipient of summer seminar grants from the national endowment for the humanities and ford foundation, and of prestigious fellowships from centers such as the radcliffe institute for advanced study and w. e. b. du bois institute (harvard university), gilder lehrman institute of american history, and the schomburg center for research in black culture (new york public library).",recognize_award
office hours: please email me to make an appointment.,ask_contact_info
"the creative writing program is proud to present a reading and book talk with professors leanne howe and magdalena zurawski on tuesday, april 9th, 7 p.m. at cine (234 w hancock ave, athens, ga 30601).",announce_lecture
both professors will read from their latest works and the reading will be followed by a panel discussion curated by professor andrew zawacki.,faculty_news
this event is free and open to the public.,announce_event
"professor howe’s latest work is savage conversations , published by coffee house press .",faculty_news
"casie legette (phd, university of michigan, 2010) specializes in nineteenth-century british literature.",ask_graduate_program
"related articles include ""poetry and the visual dynamics of race in the west indian readers "" in victorian poetry and ""cutting lyric down to size: victorian anthologies and the excerpt as poem” in genre.",research_publication
"related articles on prison poetry and caleb williams can be found in nineteenth-century literature and romanticism , respectively.",research_publication
"ro works on the intersections of anglophone modernism, media thinking, animal studies, and biopolitics.",ask_contact_info
his work has appeared in journal of comparative literature studies and flusser studies .,research_publication
"so far, i have produced seven books, a special double issue of the journal extrapolation titled ""beyond afrofuturism,"" fifteen book chapters, twenty-one peer-reviewed articles and essays, three review essays, sixteen published book reviews, three encyclopedia entries, and nineteen media appearances on the subjects of race and racism in science fiction.",research_publication
i have given twenty-eight keynotes and invited lectures across the world at places big and small with the pinnacle being the smithsonian institute's national air and space museum.,announce_lecture
i have also made forty-one professional presentations at a variety of academic conferences.,announce_lecture
"surely, i never imagined seeing my words in rolling stone magazine let alone giving a lecture at the zora neale hurston festival or participating on an afrofuturism panel at carnegie hall.",announce_lecture
"i was simultaneously honored and humbled to be presented with the international association of the fantastic in the arts distinguished scholarship award at icfa 44 on march 18, 2023. this award is a career award recognizing distinguished contributions to scholarship and criticism of the fantastic.",recognize_award
"in the future, i envision getting a book series off the ground while carrying on with my scholarship.",ask_financial_info
cody marrs is a professor of english at the university of georgia.,faculty_news
"a scholar of nineteenth-century american literature, he is the author of multiple award-winning books and numerous essays, articles, and chapters.",recognize_award
"he is the author of two highly regarded books about the civil war: not even past: the stories we keep telling about the civil war (johns hopkins university press, 2020), which won the montaigne medal for the ""most thought-provoking book,"" and nineteenth-century american literature and the long civil war (cambridge university press, 2015), a choice outstanding academic title.",recognize_award
"his work has also appeared in prominent journals such as american literature and american literary history , and in edited volumes such as the new emily dickinson studies .",research_publication
professor marrs is an avid editor.,faculty_news
"with christopher hager, he co-edited timelines of american literature (johns hopkins university press, 2019), an inventive collection of essays that reimagine the defining eras of american literary history.",ask_timeline
"he is a winner of the hennig cohen prize in melville studies, uga's presidential early career award, and fellowships from the andrew w. mellon foundation, the newberry library, the townsend center for the humanities at uc berkeley, and the willson center for the humanities at uga.",recognize_award
"professor marrs has served as the chair of the 1921 prize committee for the best article in american literary studies, as a research associate for the neh-funded melville electronic library, and as an elected member of the advisory council for the american literature society.",announce_grant
"he currently serves on the editorial boards for j19: the journal of nineteenth-century americanists, esq: a journal of nineteenth-century american literature and culture, and leviathan: a journal of melville studies.",research_publication
"cambridge and new york: cambridge university press, 2015. edited books: the norton anthology of american literature, eleventh edition, volume b: 1820-1865 (in progress) nineteenth-century american literature in transition, vol.",announce_event
"cambridge and new york: cambridge university press, 2022. timelines of american literature , co-edited with christopher hager.",ask_timeline
"cambridge and new york: cambridge university press, 2022. guest editor: leviathan: a journal of melville studies .",research_publication
"articles and book chapters: “ battle-pieces and the problem of beauty,” in the oxford handbook on herman melville , eds.",research_publication
"jennifer greiman and michael jonik (forthcoming, oxford university press) “religion at sea,” leviathan: a journal of melville studies 26.2 (june 2024): 25-39.",research_publication
